fund_name,provider,quarter,fee,return_1yr,return_5yr,risk,fum,members,alloc_cash,alloc_nz_fixed,alloc_intl_fixed,alloc_aus_equities,alloc_intl_equities,alloc_listed_property,alloc_unlisted_property,alloc_other,alloc_commodities
Balanced Strategy,Fisher Funds KiwiSaver Scheme,2018-09-30,1.24,9.29,,,627551686.0,38553,10.38,27.78,8.42,19.5,27.63,0.74,5.55,0.0,0.0
Balanced Strategy,Fisher Funds KiwiSaver Scheme,2018-12-31,1.24,0.64,,,604599694.0,38951,13.81,27.43,8.58,19.98,24.0,0.71,5.49,0.0,0.0
Balanced Strategy,Fisher Funds KiwiSaver Scheme,2019-03-31,1.24,7.32,,,667931767.0,39415,10.7,29.45,8.52,19.61,25.8,0.78,5.14,0.0,0.0
Balanced Strategy,Fisher Funds KiwiSaver Scheme,2019-06-30,1.21,6.95,,,705055808.43,39603,8.97,30.96,8.47,20.4,25.17,0.78,5.25,0.0,0.0
Balanced Strategy,Fisher Funds KiwiSaver Scheme,2019-12-31,1.21,14.66,,,788151553.72,39943,10.71,28.31,8.48,20.05,26.2,0.95,5.3,0.0,0.0
Balanced Strategy,Fisher Funds KiwiSaver Scheme,2020-03-31,1.21,0.07,,,722656721.3,39420,13.67,21.66,14.71,19.05,25.06,0.57,5.28,0.0,0.0
Balanced Strategy,Fisher Funds KiwiSaver Scheme,2020-06-30,1.1,5.3,,,806640991.12,39299,10.23,18.88,15.34,20.61,29.26,0.82,4.86,0.0,0.0
Balanced Strategy,Fisher Funds KiwiSaver Scheme,2020-09-30,1.1,5.43,,,860152011.08,39369,8.75,21.36,14.39,19.89,29.88,0.89,4.84,0.0,0.0
Balanced Strategy,Fisher Funds KiwiSaver Scheme,2020-12-31,1.1,8.89,,,903259034.21,37259,11.38,18.4,14.14,20.27,30.33,0.93,4.55,0.0,0.0
Balanced Strategy,Fisher Funds KiwiSaver Scheme,2021-03-31,1.1,19.63,,,948238610.46,37013,11.65,18.85,14.4,20.59,30.1,0.9,3.51,0.0,0.0
Balanced Strategy,Fisher Funds KiwiSaver Scheme,2021-09-30,1.8,11.61,,,1054534705.0,37132,11.26,18.06,15.37,18.31,27.52,0.0,3.66,5.82,0.0
Balanced Strategy,Fisher Funds KiwiSaver Scheme,2021-12-31,1.88,8.35,,,1097957277.0,37247,11.55,16.61,14.82,16.38,31.49,0.0,3.98,5.17,0.0
Balanced Strategy,Fisher Funds KiwiSaver Scheme,2022-03-31,1.88,0.1,,,1042655088.0,37190,5.48,18.5,13.83,17.63,34.84,0.0,4.38,5.34,0.0
Balanced Strategy,Fisher Funds KiwiSaver Scheme,2022-12-31,1.24,-12.52,,,992036122.9,36922,5.53,19.2,15.46,17.64,32.93,0.0,4.19,5.05,0.0
Capital Guaranteed Fund,Booster KiwiSaver Scheme,2016-09-30,0.91,2.07,,,45017038.22,11454,67.94,24.38,0.99,2.49,4.2,0.0,0.0,0.0,0.0
Capital Guaranteed Fund,Booster KiwiSaver Scheme,2016-12-31,0.91,1.8,,,45079178.36,11270,45.76,47.19,0.94,2.07,4.04,,,,
Capital Guaranteed Fund,Booster KiwiSaver Scheme,2017-12-31,0.9,2.26,,,46641703.53,10457,60.35,30.06,1.16,2.75,5.68,,,,
Capital Guaranteed Fund,Booster KiwiSaver Scheme,2018-03-31,0.9,1.77,,,47550190.49,10302,52.25,38.54,1.05,2.7,5.46,,,,
Capital Guaranteed Fund,Booster KiwiSaver Scheme,2018-06-30,0.9,2.13,,,48518201.0,10078,59.66,31.49,1.2,2.49,5.17,,,,
Capital Guaranteed Fund,Booster KiwiSaver Scheme,2018-09-30,0.9,2.32,,,50547321.69,9895,63.61,26.09,0.93,3.21,6.16,,,,
Capital Guaranteed Fund,Booster KiwiSaver Scheme,2018-12-31,0.9,0.87,,,51408850.57,9778,63.99,29.68,0.7,1.97,3.66,,,,
Capital Guaranteed Fund,Booster KiwiSaver Scheme,2019-03-31,0.9,1.78,,,52850914.66,9723,76.21,16.43,0.7,2.38,4.28,,,,
Capital Guaranteed Fund,Booster KiwiSaver Scheme,2019-06-30,0.9,1.85,,,53736810.93,9617,79.4,7.92,3.11,3.54,6.03,,,,
Capital Guaranteed Fund,Booster KiwiSaver Scheme,2019-12-31,0.9,3.19,,,56188721.79,9369,54.52,26.33,4.97,4.93,9.25,,,,
Capital Guaranteed Fund,Booster KiwiSaver Scheme,2020-03-31,0.9,0.45,,,62272903.87,9545,93.87,6.13,,,,,,,
Capital Guaranteed Fund,Booster KiwiSaver Scheme,2020-06-30,0.9,-0.25,,,62461548.64,9446,94.16,5.84,,,,,,,
Capital Guaranteed Fund,Booster KiwiSaver Scheme,2020-09-30,0.9,-0.87,,,62580516.29,9281,94.32,5.68,,,,,,,
Capital Guaranteed Fund,Booster KiwiSaver Scheme,2020-12-31,0.9,-1.57,,,62196632.71,9160,94.37,5.63,,,,,,,
Capital Guaranteed Fund,Booster KiwiSaver Scheme,2021-03-31,0.9,0.01,,,61683557.7,9022,99.42,0.58,,,,,,,
Capital Guaranteed Fund,Booster KiwiSaver Scheme,2021-09-30,0.9,-0.04,,,60764810.74,8718,98.11,1.32,,,0.57,,,,
Capital Guaranteed Fund,Booster KiwiSaver Scheme,2021-12-31,0.9,0.21,,,59955942.78,8696,96.48,2.53,,,0.99,,,,
Capital Guaranteed Fund,Booster KiwiSaver Scheme,2022-03-31,0.9,0.15,,,64674163.65,8871,97.12,2.33,,,0.55,,,,
Capital Guaranteed Fund,Booster KiwiSaver Scheme,2022-12-31,0.9,0.54,,,70301883.95,8834,86.24,6.46,1.54,1.71,4.05,,,,
Cash Enhanced Fund,Fisher Funds Two KiwiSaver Scheme,2013-09-30,0.58,4.85,,,467362236.6,67369,24.83,28.3,25.48,6.19,7.21,,7.99,,
Cash Enhanced Fund,Fisher Funds Two KiwiSaver Scheme,2013-12-31,0.58,4.33,,,479791097.2,67477,25.42,28.3,25.62,5.7,7.09,0.0,7.87,,
Cash Enhanced Fund,Fisher Funds Two KiwiSaver Scheme,2014-03-31,0.58,4.23,,,498052424.2,67964,25.13,28.99,25.4,5.75,6.91,,7.82,,
Cash Enhanced Fund,Fisher Funds Two KiwiSaver Scheme,2014-06-30,0.55,7.16,,,502901515.0,68117,23.97,28.74,26.0,5.64,7.21,0.0,8.44,0.0,
Cash Enhanced Fund,Fisher Funds Two KiwiSaver Scheme,2014-09-30,0.55,6.95,,,531900935.0,67442,25.2,28.9,24.9,5.68,6.93,0.0,8.39,0.0,
Cash Enhanced Fund,Fisher Funds Two KiwiSaver Scheme,2014-12-31,0.55,8.31,,,553587991.0,66786,27.23,28.78,22.92,5.76,7.05,0.0,8.26,0.0,
Cash Enhanced Fund,Fisher Funds Two KiwiSaver Scheme,2015-03-31,0.55,8.79,,,581468949.0,66452,33.16,19.92,23.81,5.61,9.4,0.0,8.1,0.0,
Cash Enhanced Fund,Fisher Funds Two KiwiSaver Scheme,2015-06-30,0.56,6.78,,,579218019.0,65794,12.46,42.53,24.88,5.75,6.7,0.0,7.68,0.0,
Cash Enhanced Fund,Fisher Funds Two KiwiSaver Scheme,2016-12-31,0.56,3.98,,,678900864.0,62342,7.65,51.87,23.01,4.65,7.32,0.0,5.5,0.0,0.0
Cash Enhanced Fund,Fisher Funds Two KiwiSaver Scheme,2017-12-31,0.56,5.08,,,732467866.5,60802,21.08,38.33,22.9,5.11,7.45,0.0,5.13,0.0,0.0
Cash Enhanced Fund,Fisher Funds Two KiwiSaver Scheme,2018-03-31,0.56,3.67,,,737272531.05,60480,25.28,38.4,19.05,5.03,7.03,0.0,5.21,0.0,0.0
Cash Enhanced Fund,Fisher Funds Two KiwiSaver Scheme,2018-06-30,0.56,4.15,,,736076745.6,59118,28.4,34.75,19.11,5.24,6.8,0.0,5.7,0.0,0.0
Cash Enhanced Fund,Fisher Funds Two KiwiSaver Scheme,2018-09-30,0.56,4.28,,,742396949.12,57957,16.36,53.58,9.04,6.88,10.37,0.23,3.54,0.0,0.0
Cash Enhanced Fund,Fisher Funds Two KiwiSaver Scheme,2018-12-31,0.56,1.31,,,667128644.39,53657,17.1,53.73,9.1,6.86,9.23,0.18,3.8,0.0,0.0
Cash Enhanced Fund,Fisher Funds Two KiwiSaver Scheme,2019-03-31,0.56,4.34,,,662841201.8,52092,15.78,54.26,9.04,6.81,10.02,0.19,3.9,0.0,0.0
Cash Enhanced Fund,Fisher Funds Two KiwiSaver Scheme,2019-06-30,0.56,4.8,,,654221192.13,51186,12.3,57.14,9.15,7.13,9.82,0.21,4.25,0.0,0.0
Cash Enhanced Fund,Fisher Funds Two KiwiSaver Scheme,2019-12-31,0.56,7.29,,,669661573.51,50747,17.94,52.32,9.13,7.23,10.23,0.39,2.76,0.0,0.0
Cash Enhanced Fund,Fisher Funds Two KiwiSaver Scheme,2020-03-31,0.56,1.38,,,676502490.69,51726,20.29,41.9,18.4,6.54,10.14,0.24,2.49,0.0,0.0
Cash Enhanced Fund,Fisher Funds Two KiwiSaver Scheme,2020-06-30,0.54,3.72,,,703491581.83,50813,18.97,39.48,18.97,7.53,12.39,0.33,2.33,0.0,0.0
Cash Enhanced Fund,Fisher Funds Two KiwiSaver Scheme,2020-09-30,0.54,3.91,,,725502773.93,50153,17.16,42.24,17.93,7.38,12.49,0.41,2.39,0.0,0.0
Cash Enhanced Fund,Fisher Funds Two KiwiSaver Scheme,2020-12-31,0.54,5.41,,,733817643.78,50204,24.25,34.15,17.96,7.57,13.23,0.46,2.38,0.0,0.0
Cash Enhanced Fund,Fisher Funds Two KiwiSaver Scheme,2021-03-31,0.54,8.49,,,722324024.25,49836,23.39,35.98,17.99,7.99,13.31,0.5,0.84,0.0,0.0
Cash Enhanced Fund,Fisher Funds Two KiwiSaver Scheme,2021-09-30,0.52,3.99,,,673639105.5,47460,24.36,29.52,23.94,6.54,11.55,0.0,1.6,2.49,0.0
Cash Enhanced Fund,Fisher Funds Two KiwiSaver Scheme,2021-12-31,0.52,2.84,,,326498959.6,11533,24.23,29.99,23.7,6.23,11.93,0.0,1.8,2.12,0.0
Cash Enhanced Fund,Fisher Funds Two KiwiSaver Scheme,2022-03-31,0.52,-0.86,,,311889518.6,11294,16.65,35.02,23.9,7.0,13.29,0.0,1.95,2.19,0.0
Cash Enhanced Fund,Fisher Funds Two KiwiSaver Scheme,2022-12-31,0.52,-7.08,,,290967304.2,10460,16.87,33.12,27.1,6.91,12.1,0.0,1.77,2.13,0.0
Cash Fund,Oneanswer KiwiSaver Scheme,2013-09-30,0.65,2.69,,,19048632.67,1334,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cash Fund,ANZ KiwiSaver Scheme,2013-09-30,0.51,2.85,,,152953016.6,28210,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cash Fund,ANZ Default KiwiSaver Scheme,2013-09-30,0.45,2.89,,,1536727.46,105,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cash Fund,Westpac KiwiSaver Scheme,2013-09-30,0.56,2.92,,,196061843.0,41176,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cash Fund,Oneanswer KiwiSaver Scheme,2013-12-31,0.65,2.66,,,19185629.71,1291,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cash Fund,ANZ KiwiSaver Scheme,2013-12-31,0.51,2.81,,,160573114.5,28709,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cash Fund,ANZ Default KiwiSaver Scheme,2013-12-31,0.45,2.86,,,1592787.43,107,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cash Fund,Westpac KiwiSaver Scheme,2013-12-31,0.56,2.89,,,201579134.0,41796,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cash Fund,Oneanswer KiwiSaver Scheme,2014-03-31,0.65,2.8,,,19589221.93,1265,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cash Fund,ANZ KiwiSaver Scheme,2014-03-31,0.51,2.91,,,169648241.4,29233,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cash Fund,ANZ Default KiwiSaver Scheme,2014-03-31,0.45,2.92,,,1786627.0,110,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cash Fund,Westpac KiwiSaver Scheme,2014-03-31,0.56,2.93,,,209281691.0,41963,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cash Fund,Oneanswer KiwiSaver Scheme,2014-06-30,0.58,2.92,,,19787445.79,1249,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cash Fund,ANZ KiwiSaver Scheme,2014-06-30,0.44,2.99,,,174937003.6,29342,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cash Fund,ANZ Default KiwiSaver Scheme,2014-06-30,0.44,2.98,,,1725045.79,114,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cash Fund,Westpac KiwiSaver Scheme,2014-06-30,0.47,2.95,,,214248643.0,42271,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cash Fund,Oneanswer KiwiSaver Scheme,2014-09-30,0.58,3.17,,,20868480.65,1232,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cash Fund,ANZ KiwiSaver Scheme,2014-09-30,0.44,3.24,,,190014605.55,29575,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cash Fund,ANZ Default KiwiSaver Scheme,2014-09-30,0.44,3.22,,,1738246.44,121,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cash Fund,Westpac KiwiSaver Scheme,2014-09-30,0.47,3.18,,,226686232.0,42346,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cash Fund,Oneanswer KiwiSaver Scheme,2014-12-31,0.58,3.47,,,22341308.43,1244,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cash Fund,ANZ KiwiSaver Scheme,2014-12-31,0.44,3.57,,,199019179.52,29847,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cash Fund,ANZ Default KiwiSaver Scheme,2014-12-31,0.44,3.52,,,1905746.88,130,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cash Fund,Westpac KiwiSaver Scheme,2014-12-31,0.47,3.37,,,232820962.88,42408,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cash Fund,Oneanswer KiwiSaver Scheme,2015-03-31,0.58,3.61,,,23672929.43,1246,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cash Fund,ANZ KiwiSaver Scheme,2015-03-31,0.44,3.73,,,208380727.94,29699,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cash Fund,ANZ Default KiwiSaver Scheme,2015-03-31,0.44,3.65,,,2308093.38,139,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cash Fund,Westpac KiwiSaver Scheme,2015-03-31,0.47,3.52,,,240592579.4,42411,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cash Fund,Oneanswer KiwiSaver Scheme,2015-06-30,0.56,3.73,,,23529034.48,1236,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cash Fund,ANZ KiwiSaver Scheme,2015-06-30,0.42,3.87,,,215238934.08,30222,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cash Fund,ANZ Default KiwiSaver Scheme,2015-06-30,0.45,3.77,,,2368769.24,139,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cash Fund,Westpac KiwiSaver Scheme,2015-06-30,0.45,3.61,,,245118187.61,42297,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cash Fund,New Zealand Defence Force KiwiSaver Scheme,2015-12-31,0.55,,,,25157.15,5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,New Zealand Defence Force KiwiSaver Scheme,2016-03-31,0.55,,,,74387.67,18,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,New Zealand Defence Force KiwiSaver Scheme,2016-06-30,0.55,,,,200531.5,22,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,Westpac KiwiSaver Scheme,2016-06-30,0.44,2.01,,,276324738.35,42199,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,New Zealand Defence Force KiwiSaver Scheme,2016-09-30,0.55,,,,245458.09,29,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,Westpac KiwiSaver Scheme,2016-09-30,0.44,1.87,,,288089337.43,42181,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,Oneanswer KiwiSaver Scheme,2016-12-31,0.56,1.65,,,32001493.08,1330,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,ANZ KiwiSaver Scheme,2016-12-31,0.43,1.74,,,307713518.0,32989,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,ANZ Default KiwiSaver Scheme,2016-12-31,0.44,1.74,,,4409498.0,209,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,New Zealand Defence Force KiwiSaver Scheme,2016-12-31,0.55,1.52,,,232119.15,32,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,Westpac KiwiSaver Scheme,2016-12-31,0.44,1.73,,,295812776.09,42271,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,Oneanswer KiwiSaver Scheme,2017-12-31,0.54,1.55,,,36601606.01,1316,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,ANZ KiwiSaver Scheme,2017-12-31,0.41,1.64,,,358092291.0,34042,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,ANZ Default KiwiSaver Scheme,2017-12-31,0.42,1.63,,,5117215.0,209,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,New Zealand Defence Force KiwiSaver Scheme,2017-12-31,0.57,1.35,,,335723.63,67,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,Westpac KiwiSaver Scheme,2017-12-31,0.44,1.61,,,318504003.17,41702,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,Oneanswer KiwiSaver Scheme,2018-03-31,0.54,1.52,,,36981637.01,1325,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,ANZ KiwiSaver Scheme,2018-03-31,0.41,1.61,,,376053465.26,34536,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,ANZ Default KiwiSaver Scheme,2018-03-31,0.42,1.59,,,5651606.14,229,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,New Zealand Defence Force KiwiSaver Scheme,2018-03-31,0.57,1.3,,,540466.15,76,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,Westpac KiwiSaver Scheme,2018-03-31,0.44,1.56,,,327780421.17,41613,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,Oneanswer KiwiSaver Scheme,2018-06-30,0.5,1.52,,,36613652.99,1302,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,ANZ KiwiSaver Scheme,2018-06-30,0.38,1.62,,,386032427.0,34712,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,ANZ Default KiwiSaver Scheme,2018-06-30,0.39,1.6,,,5798171.08,235,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,New Zealand Defence Force KiwiSaver Scheme,2018-06-30,0.57,1.3,,,712767.81,86,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,Westpac KiwiSaver Scheme,2018-06-30,0.42,1.54,,,330706500.8,41378,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,Oneanswer KiwiSaver Scheme,2018-09-30,0.5,1.53,,,38114207.46,1314,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,ANZ KiwiSaver Scheme,2018-09-30,0.38,1.62,,,401051736.97,34668,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,ANZ Default KiwiSaver Scheme,2018-09-30,0.39,1.62,,,6031241.55,236,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,New Zealand Defence Force KiwiSaver Scheme,2018-09-30,0.57,1.29,,,673187.57,88,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,Westpac KiwiSaver Scheme,2018-09-30,0.42,1.54,,,340925513.31,41062,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,Oneanswer KiwiSaver Scheme,2018-12-31,0.5,1.51,,,41096869.5,1343,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,ANZ KiwiSaver Scheme,2018-12-31,0.38,1.61,,,439307679.55,35788,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,ANZ Default KiwiSaver Scheme,2018-12-31,0.39,1.6,,,8533965.19,292,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,New Zealand Defence Force KiwiSaver Scheme,2018-12-31,0.57,1.3,,,672526.22,101,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,Westpac KiwiSaver Scheme,2018-12-31,0.42,1.52,,,354503632.73,41114,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,Oneanswer KiwiSaver Scheme,2019-03-31,0.5,1.56,,,43735772.25,1348,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,ANZ KiwiSaver Scheme,2019-03-31,0.38,1.66,,,461043062.89,36111,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,ANZ Default KiwiSaver Scheme,2019-03-31,0.39,1.66,,,9594422.66,345,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,New Zealand Defence Force KiwiSaver Scheme,2019-03-31,0.57,1.33,,,783402.04,105,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,Westpac KiwiSaver Scheme,2019-03-31,0.42,1.54,,,359594441.49,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,Oneanswer KiwiSaver Scheme,2019-06-30,0.51,1.55,,,43816327.41,1328,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,ANZ KiwiSaver Scheme,2019-06-30,0.38,1.64,,,465891093.43,36162,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,ANZ Default KiwiSaver Scheme,2019-06-30,0.38,1.64,,,9138277.49,359,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,New Zealand Defence Force KiwiSaver Scheme,2019-06-30,0.57,1.31,,,797571.27,107,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,Westpac KiwiSaver Scheme,2019-06-30,0.42,1.53,,,356616961.56,40305,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,Oneanswer KiwiSaver Scheme,2019-12-31,0.51,1.39,,,44386521.89,1341,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,ANZ KiwiSaver Scheme,2019-12-31,0.38,1.44,,,495769459.74,36193,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,ANZ Default KiwiSaver Scheme,2019-12-31,0.38,1.43,,,9214398.19,358,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,New Zealand Defence Force KiwiSaver Scheme,2019-12-31,0.57,1.07,,,880001.95,114,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,Westpac KiwiSaver Scheme,2019-12-31,0.42,1.37,,,366275640.82,39562,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,Oneanswer KiwiSaver Scheme,2020-03-31,0.51,1.3,,,64099156.27,1699,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,ANZ KiwiSaver Scheme,2020-03-31,0.38,1.32,,,814240809.53,47550,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,ANZ Default KiwiSaver Scheme,2020-03-31,0.38,1.3,,,24799314.28,811,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,New Zealand Defence Force KiwiSaver Scheme,2020-03-31,0.57,0.94,,,3890942.17,248,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,Westpac KiwiSaver Scheme,2020-03-31,0.42,1.19,,,587680828.09,46344,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,Oneanswer KiwiSaver Scheme,2020-06-30,0.29,1.2,,,63673033.05,1692,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,ANZ KiwiSaver Scheme,2020-06-30,0.27,1.2,,,787085990.55,46081,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,ANZ Default KiwiSaver Scheme,2020-06-30,0.28,1.18,,,23423277.07,795,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,New Zealand Defence Force KiwiSaver Scheme,2020-06-30,0.57,0.67,,,2881692.53,223,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,Westpac KiwiSaver Scheme,2020-06-30,0.35,1.08,,,544245818.0,44591,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,Oneanswer KiwiSaver Scheme,2020-09-30,0.29,0.94,,,64957788.01,1689,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,ANZ KiwiSaver Scheme,2020-09-30,0.27,0.93,,,787147174.65,45468,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,ANZ Default KiwiSaver Scheme,2020-09-30,0.28,0.92,,,22566369.01,769,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,New Zealand Defence Force KiwiSaver Scheme,2020-09-30,0.57,0.41,,,3095782.22,228,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,Westpac KiwiSaver Scheme,2020-09-30,0.35,0.9,,,535117351.7,43728,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,Oneanswer KiwiSaver Scheme,2020-12-31,0.29,0.82,,,62957917.07,1649,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,ANZ KiwiSaver Scheme,2020-12-31,0.27,0.81,,,768276774.58,44656,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,ANZ Default KiwiSaver Scheme,2020-12-31,0.28,0.81,,,20074543.62,722,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cash Fund,New Zealand Defence Force KiwiSaver Scheme,2020-12-31,0.57,0.25,,,2856604.37,226,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
