source,period,fund_name,scheme,fum,members,start_date,risk_indicator,return_1yr,return_5yr_avg,fee
simplicity,2025-09-30,Balanced,,,14169,2016-09-01,,9.78,5.73,0.25
simplicity,2025-12-31,Balanced,,,14254,2016-09-01,,8.54,5.12,0.25
simplicity,2026-03-31,Balanced,,,14373,2016-09-01,,7.8,4.35,0.25
simplicity,2025-06-30,Conservative,,,3081,2016-09-01,,5.34,1.79,0.25
simplicity,2025-09-30,Conservative,,,2935,2016-09-01,,4.76,1.89,0.25
simplicity,2025-12-31,Conservative,,,3048,2016-09-01,,4.74,1.75,0.25
simplicity,2026-03-31,Conservative,,,3259,2016-09-01,,4.02,1.8,0.25
simplicity,2025-06-30,Default,,,53562,2021-12-01,,7.84,,0.25
simplicity,2025-09-30,Default,,,53673,2021-12-01,,9.94,,0.25
simplicity,2025-12-31,Default,,,53885,2021-12-01,,8.47,,0.25
simplicity,2026-03-31,Default,,,54209,2021-12-01,,7.61,,0.25
simplicity,2025-06-30,Defensive,,,938,2023-04-28,,4.8,,0.25
simplicity,2025-09-30,Defensive,,,930,2023-04-28,,3.04,,0.25
simplicity,2025-12-31,Defensive,,,1043,2023-04-28,,2.76,,0.25
simplicity,2026-03-31,Defensive,,,1432,2023-04-28,,2.49,,0.25
simplicity,2025-06-30,Growth,,,45178,2016-09-01,,9.36,7.56,0.25
simplicity,2025-09-30,Growth,,,44879,2016-09-01,,12.92,8.12,0.25
simplicity,2025-12-31,Growth,,,44350,2016-09-01,,10.86,7.2,0.25
simplicity,2026-03-31,Growth,,,44370,2016-09-01,,10.06,6.01,0.25
simplicity,2025-06-30,High Growth,,,24174,2023-04-28,,10.63,,0.25
simplicity,2025-09-30,High Growth,,,26500,2023-04-28,,15.58,,0.25
simplicity,2026-03-31,High Growth,,,31183,2023-04-28,,11.74,,0.25
booster,2026-03-31,Asset Class Conservative Fund,,,,,,0.73,1.72,1.12
